-36.29757773,145.6016584
-36.29204549,145.2731653
-36.2565639,145.4591833
-36.36790042,145.231986
-36.41957096,145.2991655
-36.29607413,145.5316407
-36.23777879,145.3605043
-36.49098223,145.2993098
-36.32798785,145.5655621
-36.43699359,145.4861651
-36.41891112,145.2876848
-36.34891871,145.2640082
-36.31589435,145.4153961
-36.29977228,145.4189322
-36.33412185,145.5585134
-36.49682134,145.5530075
-36.46743529,145.5625395
-36.4278288,145.2283611
-36.50329826,145.3194868
-36.32865017,145.4111608
-36.32360645,145.4591946
-36.27175768,145.4842069
-36.28377528,145.5490961
-36.52282009,145.3416401
-36.36637176,145.3192325
-36.38143777,145.4628494
-36.51272583,145.3796934
-36.34275685,145.5567062
-36.21209238,145.385167
-36.3056395,145.6023474
-36.48689169,145.5077585
-36.41104304,145.4902077
-36.38171314,145.4942
-36.45662903,145.4295364
-36.21738104,145.4300153
-36.27885037,145.3072718
-36.45876861,145.5213021
-36.28329702,145.2465447
-36.49455345,145.3769512
-36.37203797,145.313434
-36.42176921,145.4374155
-36.50936727,145.5324979
-36.37662005,145.2804507
-36.49592712,145.2510009
-36.42457816,145.2495161
-36.32110357,145.5366763
-36.29842568,145.2832474
-36.36693129,145.300834
-36.36887319,145.2162584
-36.25897814,145.5109498
-36.34457207,145.4983586
-36.37228764,145.2763376
-36.28982551,145.4244292
-36.36555552,145.3889392
-36.40128438,145.209495
-36.36822348,145.4109627
-36.44572847,145.3361209
-36.36417023,145.3104209
-36.41642692,145.3452205
-36.36841431,145.1847388
-36.32191376,145.5169602
-36.48440416,145.3345195
-36.48319961,145.55806
-36.46858471,145.2223232
-36.20916582,145.3806678
-36.53937116,145.3772017
-36.35480445,145.2248324
-36.39383175,145.5666063
-36.33317735,145.4614636
-36.52142129,145.3356357
-36.43268741,145.1971001
-36.49192074,145.4390435
-36.2145253,145.3961319
-36.40463197,145.5042211
-36.23701798,145.4403194
-36.30540176,145.6057373
-36.20906498,145.3688822
-36.38356011,145.5555083
-36.39817515,145.2386868
-36.30570085,145.5369201
-36.45657945,145.4419605
-36.32236097,145.2638847
-36.29078622,145.5985832
-36.21611523,145.3505483
-36.26562198,145.5548162
-36.32795654,145.4202845
-36.23168264,145.4068944
-36.52930175,145.4177387
-36.3112001,145.4171789
-36.2974841,145.3013299
-36.24194984,145.3415732
-36.49465266,145.2456105
-36.23490335,145.3918101
-36.40299953,145.5627648
-36.50809803,145.3173263
-36.49332664,145.4964763
-36.38383089,145.6135679
-36.29830881,145.529847
-36.32046772,145.4833096
-36.24022489,145.3440971
